symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
SCN1A	0.4119600951681515	No data	No data	0.6586753340455607	No data	0.06594360457426057	No data	0.3500465532647714	sodium voltage-gated channel alpha subunit 1
COMT	0.4113351010205365	0.607930797611621	No data	0.12158615952232422	No data	0.9522306786331828	No data	0.6050481924129459	catechol-O-methyltransferase
CHRM4	0.4100184817661447	0.10137306003675167	No data	0.6359035408370985	No data	0.3356504142379962	No data	0.4053074627676678	cholinergic receptor muscarinic 4
SLC18A2	0.4093554480279167	No data	No data	0.6589855028198524	No data	0.287462511143607	No data	No data	solute carrier family 18 member A2
MEF2C	0.40859942504122343	0.652793677409557	No data	No data	No data	0.3864270112307172	No data	No data	myocyte enhancer factor 2C
ENOX1	0.4085429171013082	0.6720220767007553	No data	No data	No data	No data	No data	No data	ecto-NOX disulfide-thiol exchanger 1
CHRNA3	0.4079877637337977	0.6649767215947093	No data	No data	No data	0.12264339942016737	No data	No data	cholinergic receptor nicotinic alpha 3 subunit
CHRM2	0.4074048684382716	No data	No data	0.6666481383668832	No data	0.07003869397483885	No data	No data	cholinergic receptor muscarinic 2
PCDH17	0.4057837024225223	0.6636162627184077	No data	No data	No data	0.07734230702947845	No data	No data	protocadherin 17
PPP2R2B	0.40567390074178006	0.6642631086545847	No data	No data	No data	0.06079307976116211	No data	No data	protein phosphatase 2 regulatory subunit Bbeta
ZNF823	0.40528332397680317	0.666660293521961	No data	No data	No data	No data	No data	No data	zinc finger protein 823
SCN5A	0.40236931543051335	No data	No data	0.6586753340455607	No data	0.06383273374922022	No data	No data	sodium voltage-gated channel alpha subunit 5
SLC6A9	0.40125332205286046	No data	No data	0.6435476657938629	No data	0.3296716114751718	No data	No data	solute carrier family 6 member 9
SCN8A	0.4011195876424256	No data	No data	0.6586753340455607	No data	0.012158615952232422	0.01731475812317665	No data	sodium voltage-gated channel alpha subunit 8
SCN9A	0.40079860104810333	No data	No data	0.6586753340455607	No data	0.012158615952232422	No data	No data	sodium voltage-gated channel alpha subunit 9
FTCDNL1	0.4006339718839221	0.6574926353748681	No data	No data	No data	0.030396539880581056	No data	No data	formiminotransferase cyclodeaminase N-terminal like
SCN4A	0.40042902119341867	No data	No data	0.6586753340455607	No data	No data	No data	No data	sodium voltage-gated channel alpha subunit 4
SCN3A	0.40042902119341867	No data	No data	0.6586753340455607	No data	No data	No data	No data	sodium voltage-gated channel alpha subunit 3
SCN10A	0.40042902119341867	No data	No data	0.6586753340455607	No data	No data	No data	No data	sodium voltage-gated channel alpha subunit 10
SCN7A	0.40042902119341867	No data	No data	0.6586753340455607	No data	No data	No data	No data	sodium voltage-gated channel alpha subunit 7
RGS4	0.3997483730457441	0.607930797611621	No data	No data	No data	0.7923320732991666	0.035591305974957584	0.4303542116292665	regulator of G protein signaling 4
SYN2	0.3986416277724037	0.607930797611621	No data	No data	No data	0.8104027097709875	0.01523180485468114	0.3192244618258622	synapsin II
SATB2	0.39853815026214756	0.6409500489342785	No data	No data	No data	0.2922989201807207	No data	No data	SATB homeobox 2
RNF111	0.39714556283817465	0.6532742943743617	No data	No data	No data	No data	No data	No data	ring finger protein 111
TNF	0.3956458982155018	No data	No data	0.607930797611621	No data	0.8575332466526048	No data	No data	tumor necrosis factor
CCDC192	0.3956369476541596	0.6507927369504872	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 192
DAO	0.3956088743303201	0.607930797611621	No data	No data	No data	0.856315217056895	No data	No data	D-amino acid oxidase
YWHAE	0.3934344161743567	0.6218333279712338	No data	No data	No data	0.5067282388004923	No data	No data	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
FES	0.3923112260828591	0.6438023505040233	No data	No data	No data	0.030396539880581056	No data	No data	FES proto-oncogene, tyrosine kinase
IL6R	0.39173574740055905	No data	No data	0.6298838541920406	No data	0.28983409143019023	No data	No data	interleukin 6 receptor
SPECC1	0.39128618380026464	0.6436360607778244	No data	No data	No data	No data	No data	No data	sperm antigen with calponin homology and coiled-coil domains 1
SPHKAP	0.38986110308609107	0.6412919112138078	No data	No data	No data	No data	No data	No data	SPHK1 interactor, AKAP domain containing
FOXO3	0.38881965290793447	0.6380589777572535	No data	No data	No data	0.030396539880581056	No data	No data	forkhead box O3
ATP4A	0.38805884741893687	No data	No data	0.6383273374922022	No data	No data	No data	No data	ATPase H+/K+ transporting subunit alpha
MGAT5	0.38753668371290856	0.6357966081518635	No data	No data	No data	0.03343619386863916	No data	No data	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
RTN1	0.3874790795457834	0.6354134620352365	No data	No data	No data	0.01823792392834863	0.031098282615866727	No data	reticulon 1
PLCH2	0.3863280270091477	0.6354802693446613	No data	No data	No data	No data	No data	No data	phospholipase C eta 2
GTF2A1	0.38372766167317807	0.6312028658207969	No data	No data	No data	No data	No data	No data	general transcription factor IIA subunit 1
HRH1	0.3835009237225489	No data	No data	0.6058199267865807	No data	0.5001994464469403	No data	No data	histamine receptor H1
FUT9	0.3832957924304827	0.630492473709734	No data	No data	No data	No data	No data	No data	fucosyltransferase 9
NPAS3	0.3814090335682052	0.6091043389524868	No data	No data	No data	0.3656911939250708	No data	No data	neuronal PAS domain protein 3
ZNF365	0.38081756048102133	0.6186389311694294	No data	No data	No data	0.15554078326559329	No data	No data	zinc finger protein 365
C2orf69	0.3799920923012196	0.6235383108632654	No data	No data	No data	0.030396539880581056	No data	No data	chromosome 2 open reading frame 69
PDE5A	0.3798356956522022	No data	No data	0.6231290675519116	No data	0.03343619386863916	No data	No data	phosphodiesterase 5A
PPP1R13B	0.37973605382824643	0.624636974011049	No data	No data	No data	No data	No data	No data	protein phosphatase 1 regulatory subunit 13B
SOX5	0.37901729437010784	0.6234546692800461	No data	No data	No data	No data	No data	No data	SRY-box transcription factor 5
MAN2A1	0.3780551295332078	0.621871981183506	No data	No data	No data	No data	No data	No data	mannosidase alpha class 2A member 1
CHI3L1	0.3774782545130189	0.607930797611621	No data	No data	No data	0.259845359351675	No data	No data	chitinase 3 like 1
PPARG	0.37675216567131525	No data	No data	0.607930797611621	No data	0.23595813914318345	No data	No data	peroxisome proliferator activated receptor gamma
XDH	0.3754165367834591	No data	No data	0.607930797611621	No data	0.1920179771016012	No data	No data	xanthine dehydrogenase
UTRN	0.37508329457097694	0.6163756075336713	No data	No data	No data	0.012158615952232422	No data	No data	utrophin
FYN	0.3738464374040494	0.600578995288636	No data	No data	No data	0.2874001384290409	No data	No data	FYN proto-oncogene, Src family tyrosine kinase
CCDC68	0.3731089307622641	0.6088724134046252	No data	No data	No data	0.09726892761785938	No data	No data	coiled-coil domain containing 68
CPEB1	0.37285687502273707	0.6127133164357588	No data	No data	No data	0.012158615952232422	No data	No data	cytoplasmic polyadenylation element binding protein 1
GLP1R	0.3723817416362398	No data	No data	0.607930797611621	No data	0.09217782558626225	No data	No data	glucagon like peptide 1 receptor
AGTR1	0.3719975229007642	No data	No data	0.607930797611621	No data	0.07953761268752042	No data	No data	angiotensin II receptor type 1
NISCH	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	nischarin
CUL3	0.36532501021749053	0.5991925439867632	No data	No data	No data	0.034787151196664985	No data	No data	cullin 3
NEK1	0.36334154660805457	0.5976692545196184	No data	No data	No data	No data	No data	No data	NIMA related kinase 1
SDCCAG8	0.360473120189034	0.5890797379992524	No data	No data	No data	0.07742345739184456	No data	No data	SHH signaling and ciliogenesis regulator SDCCAG8
EMB	0.3602582980191225	0.5625049702296787	No data	No data	No data	0.6018514896355048	No data	No data	embigin
NDST3	0.3598499773481079	0.5770669655380787	No data	No data	No data	0.29717845349222904	No data	No data	N-deacetylase and N-sulfotransferase 3
BAK1	0.3583693515009917	0.589490371122697	No data	No data	No data	No data	No data	No data	BCL2 antagonist/killer 1
RXRB	0.3570398814524273	No data	No data	0.5792229543910723	No data	0.16161078905041384	No data	No data	retinoid X receptor beta
ZNF391	0.35695735696617437	0.5871677473300472	No data	No data	No data	No data	No data	No data	zinc finger protein 391
RXRG	0.355587150742056	No data	No data	0.5792229543910723	No data	0.11381815488617571	No data	No data	retinoid X receptor gamma
RXRA	0.3553510302793408	No data	No data	0.5792229543910723	No data	0.10605015025002724	No data	No data	retinoid X receptor alpha
DMTF1	0.3500388440626212	0.5757873189478465	No data	No data	No data	No data	No data	No data	cyclin D binding myb like transcription factor 1
ANK3	0.3483487258946635	0.5415159740033466	No data	No data	No data	0.6298245778824846	No data	No data	ankyrin 3
NR4A2	0.3451730467482088	0.5293165302257475	No data	No data	No data	0.6365772365964051	0.038539779307146124	0.2770340644716157	nuclear receptor subfamily 4 group A member 2
KCNB1	0.34490396794851175	0.5662769587513866	No data	No data	No data	0.021277577916406734	No data	No data	potassium voltage-gated channel subfamily B member 1
FXR1	0.34487802207488855	0.5624765549035864	No data	No data	No data	0.09643207503322193	No data	No data	FMR1 autosomal homolog 1
NMUR2	0.3444922916097522	0.5666636613298088	No data	No data	No data	No data	No data	No data	neuromedin U receptor 2
TMEM161B	0.3443182284257314	0.566377340609252	No data	No data	No data	No data	No data	No data	transmembrane protein 161B
PHACTR3	0.34217408907293617	0.5628503941850556	No data	No data	No data	No data	No data	No data	phosphatase and actin regulator 3
MAOA	0.3417655780906251	No data	No data	0.5319394479101685	No data	0.4406719931478919	No data	0.36924196819935834	monoamine oxidase A
IRAK1BP1	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	interleukin 1 receptor associated kinase 1 binding protein 1
PHIP	0.3400134663099256	0.5592963338026914	No data	No data	No data	No data	No data	No data	pleckstrin homology domain interacting protein
PCLO	0.33911354325829146	0.5562962017226727	No data	No data	No data	0.030396539880581056	No data	No data	piccolo presynaptic cytomatrix protein
LMAN2L	0.33825319518561187	0.5530276498876272	No data	No data	No data	0.06746343156828963	No data	No data	lectin, mannose binding 2 like
GRAMD1B	0.3382129103040421	0.5545107635019806	No data	No data	No data	0.03647584785669726	No data	No data	GRAM domain containing 1B
CNNM2	0.3378103258442545	0.5430432214016302	No data	No data	No data	0.25258227252642756	No data	No data	cyclin and CBS domain divalent metal cation transport mediator 2
TET2	0.3374614771554819	0.554490574626472	No data	No data	No data	0.012158615952232422	No data	No data	tet methylcytosine dioxygenase 2
GRM2	0.3369799001955055	No data	No data	0.5328893204053564	No data	0.30894294109304427	No data	0.26864461946457535	glutamate metabotropic receptor 2
NCAM1	0.3358782675588583	0.5333595171253708	No data	No data	No data	0.38269457460564815	No data	No data	neural cell adhesion molecule 1
LINGO1	0.3358461148424186	0.5181647040517077	No data	No data	No data	0.6855330605371532	No data	No data	leucine rich repeat and Ig domain containing 1
CSMD1	0.3354794109690592	0.5221617332663369	No data	No data	No data	0.4570277472865665	No data	0.30712663895339093	CUB and Sushi multiple domains 1
COA8	0.33392974569587436	0.5450166727984718	No data	No data	No data	0.08544805099763342	No data	No data	cytochrome c oxidase assembly factor 8
KCNV1	0.3332267738637753	0.5481327400633822	No data	No data	No data	No data	No data	No data	potassium voltage-gated channel modifier subfamily V member 1
NOS1	0.33179751283351977	0.5062334230993151	No data	No data	No data	0.6751077214989046	No data	0.2606807260158631	nitric oxide synthase 1
SLC66A2	0.32994208613033504	0.5427296781584009	No data	No data	No data	No data	No data	No data	solute carrier family 66 member 2
KLF6	0.32935866628319327	0.5387303428226732	No data	No data	No data	0.06079307976116211	No data	No data	KLF transcription factor 6
RALGPS1	0.3284703416415221	0.5403087702284276	No data	No data	No data	No data	No data	No data	Ral GEF with PH domain and SH3 binding motif 1
EPHA5	0.32818916211446836	0.5398462512572578	No data	No data	No data	No data	No data	No data	EPH receptor A5
FRY	0.327628119273749	0.5389233783859977	No data	No data	No data	No data	No data	No data	FRY microtubule binding protein
OLFM4	0.3275682398253354	0.5388248812401895	No data	No data	No data	No data	No data	No data	olfactomedin 4
MAD1L1	0.32679955303563624	0.5331457880740179	No data	No data	No data	0.08829323531777453	No data	No data	mitotic arrest deficient 1 like 1
SMIM15	0.3255269025537273	0.5354670364334649	No data	No data	No data	No data	No data	No data	small integral membrane protein 15
PALS2	0.3243238797046467	0.5334881551959838	No data	No data	No data	No data	No data	No data	protein associated with LIN7 2, MAGUK p55 family member
LINC02210-CRHR1	0.3241769585619998	0.5199024000649326	No data	No data	No data	No data	No data	0.26688162015150163	LINC02210-CRHR1 readthrough
NTM	0.3241559176970338	0.531236095355099	No data	No data	No data	0.03951550184475537	No data	No data	neurotrimin
BTN3A2	0.32415121902546457	0.5022075232506665	No data	No data	No data	0.6199323647744706	No data	No data	butyrophilin subfamily 3 member A2
NRBF2	0.32347234025636645	0.5320874374635943	No data	No data	No data	No data	No data	No data	nuclear receptor binding factor 2
IGSF11	0.3231639893671703	0.5163819537246156	No data	No data	No data	No data	No data	0.3039653988058105	immunoglobulin superfamily member 11
PGM2	0.32182040755187563	0.5293701336010811	No data	No data	No data	No data	No data	No data	phosphoglucomutase 2
TSPAN18	0.321522437398543	0.5192102069112696	No data	No data	No data	0.19339576826754507	No data	No data	tetraspanin 18
ZCCHC14	0.31917842032993393	0.5250242652352716	No data	No data	No data	No data	No data	No data	zinc finger CCHC-type containing 14
SAMD3	0.3183335324923704	0.5236344888974337	No data	No data	No data	No data	No data	No data	sterile alpha motif domain containing 3
VWC2L	0.31673072602991204	0.5209979939727559	No data	No data	No data	No data	No data	No data	von Willebrand factor C domain containing 2 like
GRIA3	0.31611254811953116	0.15198269940290526	No data	0.47861833392169206	No data	0.151520826506721	No data	No data	glutamate ionotropic receptor AMPA type subunit 3
SMIM2	0.3154021986117648	0.5188126672491112	No data	No data	No data	No data	No data	No data	small integral membrane protein 2
BNIP3L	0.31517945920391416	0.48804973795591	No data	No data	No data	0.607930797611621	No data	No data	BCL2 interacting protein 3 like
SEPTIN10	0.315102603111613	0.5183198554005771	No data	No data	No data	No data	No data	No data	septin 10
